DIVISION,DATE,TIME,FIXTURE,HOME TEAM,AWAY TEAM
L1,1/9/16,15:00,Bury V Crewe ,Bury,Crewe
L1,1/9/16,15:00,Colchester V Fleetwood ,Colchester,Fleetwood
L1,1/9/16,15:00,Coventry V Walsall ,Coventry,Walsall
L1,1/9/16,15:00,Doncaster V Port Vale ,Doncaster,Port Vale
L1,1/9/16,15:00,Millwall V Scunthorpe ,Millwall,Scunthorpe
L1,1/9/16,15:00,Peterborough V Burton ,Peterborough,Burton
L1,1/9/16,15:00,Rochdale V Chesterfield ,Rochdale,Chesterfield
L1,1/9/16,15:00,Shrewsbury V Oldham ,Shrewsbury,Oldham
L1,1/9/16,15:00,Swindon V Southend ,Swindon,Southend
L1,1/9/16,15:00,Wigan V Gillingham ,Wigan,Gillingham
L1,1/16/16,15:00,Blackpool V Scunthorpe ,Blackpool,Scunthorpe
L1,1/16/16,15:00,Bradford V Oldham ,Bradford,Oldham
L1,1/16/16,15:00,Bury V Walsall ,Bury,Walsall
L1,1/16/16,15:00,Colchester V Sheff Utd ,Colchester,Sheff Utd
L1,1/16/16,15:00,Coventry V Burton ,Coventry,Burton
L1,1/16/16,15:00,Doncaster V Gillingham ,Doncaster,Gillingham
L1,1/16/16,15:00,Millwall V Port Vale ,Millwall,Port Vale
L1,1/16/16,15:00,Peterborough V Southend ,Peterborough,Southend
L1,1/16/16,15:00,Rochdale V Fleetwood ,Rochdale,Fleetwood
L1,1/16/16,15:00,Shrewsbury V Barnsley ,Shrewsbury,Barnsley
L1,1/16/16,15:00,Swindon V Crewe ,Swindon,Crewe
L1,1/16/16,15:00,Wigan V Chesterfield ,Wigan,Chesterfield
L1,1/23/16,15:00,Barnsley V Rochdale ,Barnsley,Rochdale
L1,1/23/16,15:00,Burton V Shrewsbury ,Burton,Shrewsbury
L1,1/23/16,15:00,Chesterfield V Millwall ,Chesterfield,Millwall
L1,1/23/16,15:00,Crewe V Wigan ,Crewe,Wigan
L1,1/23/16,15:00,Fleetwood V Doncaster ,Fleetwood,Doncaster
L1,1/23/16,15:00,Gillingham V Peterborough ,Gillingham,Peterborough
L1,1/23/16,15:00,Oldham V Bury ,Oldham,Bury
L1,1/23/16,15:00,Port Vale V Bradford ,Port Vale,Bradford
L1,1/23/16,15:00,Scunthorpe V Colchester ,Scunthorpe,Colchester
L1,1/23/16,15:00,Sheff Utd V Swindon ,Sheff Utd,Swindon
L1,1/23/16,15:00,Southend V Coventry ,Southend,Coventry
L1,1/23/16,15:00,Walsall V Blackpool ,Walsall,Blackpool
L1,1/30/16,15:00,Blackpool V Gillingham ,Blackpool,Gillingham
L1,1/30/16,15:00,Bradford V Fleetwood ,Bradford,Fleetwood
L1,1/30/16,15:00,Bury V Sheff Utd ,Bury,Sheff Utd
L1,1/30/16,15:00,Colchester V Chesterfield ,Colchester,Chesterfield
L1,1/30/16,15:00,Coventry V Scunthorpe ,Coventry,Scunthorpe
L1,1/30/16,15:00,Doncaster V Walsall ,Doncaster,Walsall
L1,1/30/16,15:00,Millwall V Crewe ,Millwall,Crewe
L1,1/30/16,15:00,Peterborough V Oldham ,Peterborough,Oldham
L1,1/30/16,15:00,Rochdale V Burton ,Rochdale,Burton
L1,1/30/16,15:00,Shrewsbury V Southend ,Shrewsbury,Southend
L1,1/30/16,15:00,Swindon V Barnsley ,Swindon,Barnsley
L1,1/30/16,15:00,Wigan V Port Vale ,Wigan,Port Vale
L1,2/6/16,15:00,Barnsley V Bury ,Barnsley,Bury
L1,2/6/16,15:00,Burton V Bradford ,Burton,Bradford
L1,2/6/16,15:00,Chesterfield V Peterborough ,Chesterfield,Peterborough
L1,2/6/16,15:00,Crewe V Rochdale ,Crewe,Rochdale
L1,2/6/16,15:00,Fleetwood V Shrewsbury ,Fleetwood,Shrewsbury
L1,2/6/16,15:00,Gillingham V Swindon ,Gillingham,Swindon
L1,2/6/16,15:00,Oldham V Blackpool ,Oldham,Blackpool
L1,2/6/16,15:00,Port Vale V Coventry ,Port Vale,Coventry
L1,2/6/16,15:00,Scunthorpe V Doncaster ,Scunthorpe,Doncaster
L1,2/6/16,15:00,Sheff Utd V Wigan ,Sheff Utd,Wigan
L1,2/6/16,15:00,Southend V Colchester ,Southend,Colchester
L1,2/6/16,15:00,Walsall V Millwall ,Walsall,Millwall
L1,2/12/16,19:45,Burton V Chesterfield ,Burton,Chesterfield
L1,2/13/16,15:00,Blackpool V Shrewsbury ,Blackpool,Shrewsbury
L1,2/13/16,15:00,Colchester V Swindon ,Colchester,Swindon
L1,2/13/16,15:00,Coventry V Bury ,Coventry,Bury
L1,2/13/16,15:00,Crewe V Walsall ,Crewe,Walsall
L1,2/13/16,15:00,Doncaster V Sheff Utd ,Doncaster,Sheff Utd
L1,2/13/16,15:00,Gillingham V Barnsley ,Gillingham,Barnsley
L1,2/13/16,15:00,Peterborough V Bradford ,Peterborough,Bradford
L1,2/13/16,15:00,Port Vale V Fleetwood ,Port Vale,Fleetwood
L1,2/13/16,15:00,Rochdale V Millwall ,Rochdale,Millwall
L1,2/13/16,15:00,Scunthorpe V Southend ,Scunthorpe,Southend
L1,2/13/16,15:00,Wigan V Oldham ,Wigan,Oldham
L1,2/20/16,15:00,Barnsley V Doncaster ,Barnsley,Doncaster
L1,2/20/16,15:00,Bradford V Rochdale ,Bradford,Rochdale
L1,2/20/16,15:00,Bury V Colchester ,Bury,Colchester
L1,2/20/16,15:00,Chesterfield V Crewe ,Chesterfield,Crewe
L1,2/20/16,15:00,Fleetwood V Scunthorpe ,Fleetwood,Scunthorpe
L1,2/20/16,15:00,Millwall V Peterborough ,Millwall,Peterborough
L1,2/20/16,15:00,Oldham V Gillingham ,Oldham,Gillingham
L1,2/20/16,15:00,Sheff Utd V Port Vale ,Sheff Utd,Port Vale
L1,2/20/16,15:00,Shrewsbury V Coventry ,Shrewsbury,Coventry
L1,2/20/16,15:00,Southend V Burton ,Southend,Burton
L1,2/20/16,15:00,Swindon V Blackpool ,Swindon,Blackpool
L1,2/20/16,15:00,Walsall V Wigan ,Walsall,Wigan
L1,2/27/16,15:00,Blackpool V Bradford ,Blackpool,Bradford
L1,2/27/16,15:00,Burton V Walsall ,Burton,Walsall
L1,2/27/16,15:00,Colchester V Shrewsbury ,Colchester,Shrewsbury
L1,2/27/16,15:00,Coventry V Fleetwood ,Coventry,Fleetwood
L1,2/27/16,15:00,Crewe V Barnsley ,Crewe,Barnsley
L1,2/27/16,15:00,Doncaster V Millwall ,Doncaster,Millwall
L1,2/27/16,15:00,Gillingham V Chesterfield ,Gillingham,Chesterfield
L1,2/27/16,15:00,Peterborough V Swindon ,Peterborough,Swindon
L1,2/27/16,15:00,Port Vale V Southend ,Port Vale,Southend
L1,2/27/16,15:00,Rochdale V Sheff Utd ,Rochdale,Sheff Utd
L1,2/27/16,15:00,Scunthorpe V Oldham ,Scunthorpe,Oldham
L1,2/27/16,15:00,Wigan V Bury ,Wigan,Bury
L1,3/1/16,19:45,Barnsley V Coventry ,Barnsley,Coventry
L1,3/1/16,19:45,Bradford V Colchester ,Bradford,Colchester
L1,3/1/16,19:45,Bury V Peterborough ,Bury,Peterborough
L1,3/1/16,19:45,Chesterfield V Blackpool ,Chesterfield,Blackpool
L1,3/1/16,19:45,Fleetwood V Gillingham ,Fleetwood,Gillingham
L1,3/1/16,19:45,Millwall V Wigan ,Millwall,Wigan
L1,3/1/16,19:45,Oldham V Port Vale ,Oldham,Port Vale
L1,3/1/16,19:45,Sheff Utd V Burton ,Sheff Utd,Burton
L1,3/1/16,19:45,Shrewsbury V Rochdale ,Shrewsbury,Rochdale
L1,3/1/16,19:45,Southend V Crewe ,Southend,Crewe
L1,3/1/16,19:45,Swindon V Doncaster ,Swindon,Doncaster
L1,3/1/16,19:45,Walsall V Scunthorpe ,Walsall,Scunthorpe
L1,3/5/16,15:00,Bury V Bradford ,Bury,Bradford
L1,3/5/16,15:00,Coventry V Rochdale ,Coventry,Rochdale
L1,3/5/16,15:00,Crewe V Burton ,Crewe,Burton
L1,3/5/16,15:00,Doncaster V Shrewsbury ,Doncaster,Shrewsbury
L1,3/5/16,15:00,Fleetwood V Sheff Utd ,Fleetwood,Sheff Utd
L1,3/5/16,15:00,Millwall V Blackpool ,Millwall,Blackpool
L1,3/5/16,15:00,Oldham V Swindon ,Oldham,Swindon
L1,3/5/16,15:00,Port Vale V Colchester ,Port Vale,Colchester
L1,3/5/16,15:00,Scunthorpe V Gillingham ,Scunthorpe,Gillingham
L1,3/5/16,15:00,Southend V Chesterfield ,Southend,Chesterfield
L1,3/5/16,15:00,Walsall V Barnsley ,Walsall,Barnsley
L1,3/5/16,15:00,Wigan V Peterborough ,Wigan,Peterborough
L1,3/12/16,15:00,Barnsley V Southend ,Barnsley,Southend
L1,3/12/16,15:00,Blackpool V Coventry ,Blackpool,Coventry
L1,3/12/16,15:00,Bradford V Doncaster ,Bradford,Doncaster
L1,3/12/16,15:00,Burton V Fleetwood ,Burton,Fleetwood
L1,3/12/16,15:00,Chesterfield V Walsall ,Chesterfield,Walsall
L1,3/12/16,15:00,Colchester V Wigan ,Colchester,Wigan
L1,3/12/16,15:00,Gillingham V Crewe ,Gillingham,Crewe
L1,3/12/16,15:00,Peterborough V Port Vale ,Peterborough,Port Vale
L1,3/12/16,15:00,Rochdale V Bury ,Rochdale,Bury
L1,3/12/16,15:00,Sheff Utd V Oldham ,Sheff Utd,Oldham
L1,3/12/16,15:00,Shrewsbury V Scunthorpe ,Shrewsbury,Scunthorpe
L1,3/12/16,15:00,Swindon V Millwall ,Swindon,Millwall
L1,3/19/16,15:00,Bury V Shrewsbury ,Bury,Shrewsbury
L1,3/19/16,15:00,Coventry V Swindon ,Coventry,Swindon
L1,3/19/16,15:00,Crewe V Blackpool ,Crewe,Blackpool
L1,3/19/16,15:00,Doncaster V Peterborough ,Doncaster,Peterborough
L1,3/19/16,15:00,Fleetwood V Barnsley ,Fleetwood,Barnsley
L1,3/19/16,15:00,Millwall V Sheff Utd ,Millwall,Sheff Utd
L1,3/19/16,15:00,Oldham V Rochdale ,Oldham,Rochdale
L1,3/19/16,15:00,Port Vale V Burton ,Port Vale,Burton
L1,3/19/16,15:00,Scunthorpe V Chesterfield ,Scunthorpe,Chesterfield
L1,3/19/16,15:00,Southend V Gillingham ,Southend,Gillingham
L1,3/19/16,15:00,Walsall V Colchester ,Walsall,Colchester
L1,3/19/16,15:00,Wigan V Bradford ,Wigan,Bradford
L1,3/25/16,15:00,Barnsley V Scunthorpe ,Barnsley,Scunthorpe
L1,3/25/16,15:00,Blackpool V Bury ,Blackpool,Bury
L1,3/25/16,15:00,Burton V Oldham ,Burton,Oldham
L1,3/25/16,15:00,Colchester V Doncaster ,Colchester,Doncaster
L1,3/25/16,15:00,Gillingham V Walsall ,Gillingham,Walsall
L1,3/25/16,15:00,Peterborough V Coventry ,Peterborough,Coventry
L1,3/25/16,15:00,Rochdale V Southend ,Rochdale,Southend
L1,3/25/16,15:00,Sheff Utd V Crewe ,Sheff Utd,Crewe
L1,3/25/16,15:00,Shrewsbury V Port Vale ,Shrewsbury,Port Vale
L1,3/25/16,15:00,Swindon V Wigan ,Swindon,Wigan
L1,3/26/16,15:00,Bradford V Millwall ,Bradford,Millwall
L1,3/26/16,15:00,Chesterfield V Fleetwood ,Chesterfield,Fleetwood
L1,3/28/16,15:00,Bury V Gillingham ,Bury,Gillingham
L1,3/28/16,15:00,Crewe V Bradford ,Crewe,Bradford
L1,3/28/16,15:00,Doncaster V Blackpool ,Doncaster,Blackpool
L1,3/28/16,15:00,Fleetwood V Peterborough ,Fleetwood,Peterborough
L1,3/28/16,15:00,Millwall V Burton ,Millwall,Burton
L1,3/28/16,15:00,Oldham V Chesterfield ,Oldham,Chesterfield
L1,3/28/16,15:00,Port Vale V Barnsley ,Port Vale,Barnsley
L1,3/28/16,15:00,Scunthorpe V Swindon ,Scunthorpe,Swindon
L1,3/28/16,15:00,Southend V Sheff Utd ,Southend,Sheff Utd
L1,3/28/16,15:00,Walsall V Shrewsbury ,Walsall,Shrewsbury
L1,3/28/16,15:00,Wigan V Rochdale ,Wigan,Rochdale
L1,3/29/16,19:45,Coventry V Colchester ,Coventry,Colchester
L1,4/2/16,15:00,Barnsley V Oldham ,Barnsley,Oldham
L1,4/2/16,15:00,Blackpool V Southend ,Blackpool,Southend
L1,4/2/16,15:00,Bradford V Scunthorpe ,Bradford,Scunthorpe
L1,4/2/16,15:00,Burton V Bury ,Burton,Bury
L1,4/2/16,15:00,Chesterfield V Port Vale ,Chesterfield,Port Vale
L1,4/2/16,15:00,Colchester V Millwall ,Colchester,Millwall
L1,4/2/16,15:00,Gillingham V Coventry ,Gillingham,Coventry
L1,4/2/16,15:00,Peterborough V Crewe ,Peterborough,Crewe
L1,4/2/16,15:00,Rochdale V Doncaster ,Rochdale,Doncaster
L1,4/2/16,15:00,Sheff Utd V Walsall ,Sheff Utd,Walsall
L1,4/2/16,15:00,Shrewsbury V Wigan ,Shrewsbury,Wigan
L1,4/2/16,15:00,Swindon V Fleetwood ,Swindon,Fleetwood
L1,4/9/16,15:00,Barnsley V Chesterfield ,Barnsley,Chesterfield
L1,4/9/16,15:00,Blackpool V Colchester ,Blackpool,Colchester
L1,4/9/16,15:00,Bradford V Swindon ,Bradford,Swindon
L1,4/9/16,15:00,Bury V Doncaster ,Bury,Doncaster
L1,4/9/16,15:00,Millwall V Shrewsbury ,Millwall,Shrewsbury
L1,4/9/16,15:00,Oldham V Walsall ,Oldham,Walsall
L1,4/9/16,15:00,Peterborough V Rochdale ,Peterborough,Rochdale
L1,4/9/16,15:00,Port Vale V Crewe ,Port Vale,Crewe
L1,4/9/16,15:00,Scunthorpe V Burton ,Scunthorpe,Burton
L1,4/9/16,15:00,Sheff Utd V Gillingham ,Sheff Utd,Gillingham
L1,4/9/16,15:00,Southend V Fleetwood ,Southend,Fleetwood
L1,4/9/16,15:00,Wigan V Coventry ,Wigan,Coventry
L1,4/16/16,15:00,Burton V Barnsley ,Burton,Barnsley
L1,4/16/16,15:00,Chesterfield V Sheff Utd ,Chesterfield,Sheff Utd
L1,4/16/16,15:00,Colchester V Peterborough ,Colchester,Peterborough
L1,4/16/16,15:00,Coventry V Millwall ,Coventry,Millwall
L1,4/16/16,15:00,Crewe V Scunthorpe ,Crewe,Scunthorpe
L1,4/16/16,15:00,Doncaster V Wigan ,Doncaster,Wigan
L1,4/16/16,15:00,Fleetwood V Oldham ,Fleetwood,Oldham
L1,4/16/16,15:00,Gillingham V Port Vale ,Gillingham,Port Vale
L1,4/16/16,15:00,Rochdale V Blackpool ,Rochdale,Blackpool
L1,4/16/16,15:00,Shrewsbury V Bradford ,Shrewsbury,Bradford
L1,4/16/16,15:00,Swindon V Bury ,Swindon,Bury
L1,4/16/16,15:00,Walsall V Southend ,Walsall,Southend
L1,4/19/16,19:45,Barnsley V Peterborough ,Barnsley,Peterborough
L1,4/19/16,19:45,Blackpool V Port Vale ,Blackpool,Port Vale
L1,4/19/16,19:45,Burton V Wigan ,Burton,Wigan
L1,4/19/16,19:45,Chesterfield V Doncaster ,Chesterfield,Doncaster
L1,4/19/16,19:45,Coventry V Bradford ,Coventry,Bradford
L1,4/19/16,19:45,Crewe V Colchester ,Crewe,Colchester
L1,4/19/16,19:45,Millwall V Fleetwood ,Millwall,Fleetwood
L1,4/19/16,19:45,Rochdale V Gillingham ,Rochdale,Gillingham
L1,4/19/16,19:45,Scunthorpe V Bury ,Scunthorpe,Bury
L1,4/19/16,19:45,Shrewsbury V Sheff Utd ,Shrewsbury,Sheff Utd
L1,4/19/16,19:45,Southend V Oldham ,Southend,Oldham
L1,4/19/16,19:45,Walsall V Swindon ,Walsall,Swindon
L1,4/23/16,15:00,Bradford V Walsall ,Bradford,Walsall
L1,4/23/16,15:00,Bury V Millwall ,Bury,Millwall
L1,4/23/16,15:00,Colchester V Burton ,Colchester,Burton
L1,4/23/16,15:00,Doncaster V Coventry ,Doncaster,Coventry
L1,4/23/16,15:00,Fleetwood V Blackpool ,Fleetwood,Blackpool
L1,4/23/16,15:00,Gillingham V Shrewsbury ,Gillingham,Shrewsbury
L1,4/23/16,15:00,Oldham V Crewe ,Oldham,Crewe
L1,4/23/16,15:00,Peterborough V Scunthorpe ,Peterborough,Scunthorpe
L1,4/23/16,15:00,Port Vale V Rochdale ,Port Vale,Rochdale
L1,4/23/16,15:00,Sheff Utd V Barnsley ,Sheff Utd,Barnsley
L1,4/23/16,15:00,Swindon V Chesterfield ,Swindon,Chesterfield
L1,4/23/16,15:00,Wigan V Southend ,Wigan,Southend
L1,4/30/16,15:00,Barnsley V Colchester ,Barnsley,Colchester
L1,4/30/16,15:00,Blackpool V Wigan ,Blackpool,Wigan
L1,4/30/16,15:00,Burton V Gillingham ,Burton,Gillingham
L1,4/30/16,15:00,Chesterfield V Bury ,Chesterfield,Bury
L1,4/30/16,15:00,Coventry V Sheff Utd ,Coventry,Sheff Utd
L1,4/30/16,15:00,Crewe V Doncaster ,Crewe,Doncaster
L1,4/30/16,15:00,Millwall V Oldham ,Millwall,Oldham
L1,4/30/16,15:00,Rochdale V Swindon ,Rochdale,Swindon
L1,4/30/16,15:00,Scunthorpe V Port Vale ,Scunthorpe,Port Vale
L1,4/30/16,15:00,Shrewsbury V Peterborough ,Shrewsbury,Peterborough
L1,4/30/16,15:00,Southend V Bradford ,Southend,Bradford
L1,4/30/16,15:00,Walsall V Fleetwood ,Walsall,Fleetwood
L1,5/8/16,12:30,Bradford V Chesterfield ,Bradford,Chesterfield
L1,5/8/16,12:30,Bury V Southend ,Bury,Southend
L1,5/8/16,12:30,Colchester V Rochdale ,Colchester,Rochdale
L1,5/8/16,12:30,Doncaster V Burton ,Doncaster,Burton
L1,5/8/16,12:30,Fleetwood V Crewe ,Fleetwood,Crewe
L1,5/8/16,12:30,Gillingham V Millwall ,Gillingham,Millwall
L1,5/8/16,12:30,Oldham V Coventry ,Oldham,Coventry
L1,5/8/16,12:30,Peterborough V Blackpool ,Peterborough,Blackpool
L1,5/8/16,12:30,Port Vale V Walsall ,Port Vale,Walsall
L1,5/8/16,12:30,Sheff Utd V Scunthorpe ,Sheff Utd,Scunthorpe
L1,5/8/16,12:30,Swindon V Shrewsbury ,Swindon,Shrewsbury
L1,5/8/16,12:30,Wigan V Barnsley ,Wigan,Barnsley
L2,8/8/15,15:00,Accrington V Luton,Accrington,Luton
L2,8/8/15,15:00,Wimbledon V Plymouth,Wimbledon,Plymouth
L2,8/8/15,15:00,Bristol Rovers V Northampton,Bristol Rovers,Northampton
L2,8/8/15,15:00,Cambridge V Newport,Cambridge,Newport
L2,8/8/15,15:00,Exeter V Yeovil,Exeter,Yeovil
L2,8/8/15,15:00,Hartlepool V Morecambe,Hartlepool,Morecambe
L2,8/8/15,15:00,Leyton Orient V Barnet,Leyton Orient,Barnet
L2,8/8/15,15:00,Mansfield V Carlisle,Mansfield,Carlisle
L2,8/8/15,15:00,Oxford Utd V Crawley,Oxford Utd,Crawley
L2,8/8/15,15:00,Portsmouth V Dag & Red,Portsmouth,Dag & Red
L2,8/8/15,15:00,Stevenage V Notts County,Stevenage,Notts County
L2,8/8/15,15:00,Wycombe V York,Wycombe,York
L2,8/14/15,19:45,Notts County V Mansfield,Notts County,Mansfield
L2,8/15/15,15:00,Barnet V Wycombe,Barnet,Wycombe
L2,8/15/15,15:00,Carlisle V Cambridge,Carlisle,Cambridge
L2,8/15/15,15:00,Crawley V Wimbledon,Crawley,Wimbledon
L2,8/15/15,15:00,Dag & Red V Leyton Orient,Dag & Red,Leyton Orient
L2,8/15/15,15:00,Luton V Oxford Utd,Luton,Oxford Utd
L2,8/15/15,15:00,Morecambe V Accrington,Morecambe,Accrington
L2,8/15/15,15:00,Newport V Stevenage,Newport,Stevenage
L2,8/15/15,15:00,Northampton V Exeter,Northampton,Exeter
L2,8/15/15,15:00,Plymouth V Portsmouth,Plymouth,Portsmouth
L2,8/15/15,15:00,Yeovil V Bristol Rovers,Yeovil,Bristol Rovers
L2,8/15/15,15:00,York V Hartlepool,York,Hartlepool
L2,8/18/15,19:45,Accrington V Mansfield,Accrington,Mansfield
L2,8/18/15,19:45,Wimbledon V Cambridge,Wimbledon,Cambridge
L2,8/18/15,19:45,Barnet V Northampton,Barnet,Northampton
L2,8/18/15,19:45,Crawley V Portsmouth,Crawley,Portsmouth
L2,8/18/15,19:45,Dag & Red V Exeter,Dag & Red,Exeter
L2,8/18/15,19:45,Hartlepool V Newport,Hartlepool,Newport
L2,8/18/15,19:45,Leyton Orient V Stevenage,Leyton Orient,Stevenage
L2,8/18/15,19:45,Luton V Bristol Rovers,Luton,Bristol Rovers
L2,8/18/15,19:45,Morecambe V Wycombe,Morecambe,Wycombe
L2,8/18/15,19:45,Oxford Utd V Notts County,Oxford Utd,Notts County
L2,8/18/15,19:45,Plymouth V Carlisle,Plymouth,Carlisle
L2,8/18/15,19:45,York V Yeovil,York,Yeovil
L2,8/22/15,15:00,Bristol Rovers V Barnet,Bristol Rovers,Barnet
L2,8/22/15,15:00,Cambridge V Crawley,Cambridge,Crawley
L2,8/22/15,15:00,Carlisle V Wimbledon,Carlisle,Wimbledon
L2,8/22/15,15:00,Exeter V York,Exeter,York
L2,8/22/15,15:00,Mansfield V Oxford Utd,Mansfield,Oxford Utd
L2,8/22/15,15:00,Newport V Leyton Orient,Newport,Leyton Orient
L2,8/22/15,15:00,Northampton V Plymouth,Northampton,Plymouth
L2,8/22/15,15:00,Notts County V Accrington,Notts County,Accrington
L2,8/22/15,15:00,Portsmouth V Morecambe,Portsmouth,Morecambe
L2,8/22/15,15:00,Stevenage V Hartlepool,Stevenage,Hartlepool
L2,8/22/15,15:00,Wycombe V Dag & Red,Wycombe,Dag & Red
L2,8/22/15,15:00,Yeovil V Luton,Yeovil,Luton
L2,8/29/15,15:00,Accrington V Northampton,Accrington,Northampton
L2,8/29/15,15:00,Wimbledon V Exeter,Wimbledon,Exeter
L2,8/29/15,15:00,Barnet V Cambridge,Barnet,Cambridge
L2,8/29/15,15:00,Crawley V Wycombe,Crawley,Wycombe
L2,8/29/15,15:00,Dag & Red V Stevenage,Dag & Red,Stevenage
L2,8/29/15,15:00,Hartlepool V Carlisle,Hartlepool,Carlisle
L2,8/29/15,15:00,Leyton Orient V Bristol Rovers,Leyton Orient,Bristol Rovers
L2,8/29/15,15:00,Luton V Portsmouth,Luton,Portsmouth
L2,8/29/15,15:00,Morecambe V Notts County,Morecambe,Notts County
L2,8/29/15,15:00,Oxford Utd V Yeovil,Oxford Utd,Yeovil
L2,8/29/15,15:00,Plymouth V Newport,Plymouth,Newport
L2,8/29/15,15:00,York V Mansfield,York,Mansfield
L2,9/5/15,13:00,Newport V York,Newport,York
L2,9/5/15,15:00,Carlisle V Barnet,Carlisle,Barnet
L2,9/5/15,15:00,Cambridge V Luton,Cambridge,Luton
L2,9/5/15,15:00,Exeter V Leyton Orient,Exeter,Leyton Orient
L2,9/5/15,15:00,Mansfield V Wimbledon,Mansfield,Wimbledon
L2,9/5/15,15:00,Northampton V Dag & Red,Northampton,Dag & Red
L2,9/5/15,15:00,Portsmouth V Accrington,Portsmouth,Accrington
L2,9/5/15,15:00,Stevenage V Plymouth,Stevenage,Plymouth
L2,9/5/15,15:00,Wycombe V Hartlepool,Wycombe,Hartlepool
L2,9/5/15,15:00,Yeovil V Morecambe,Yeovil,Morecambe
L2,9/6/15,12:15,Bristol Rovers V Oxford Utd,Bristol Rovers,Oxford Utd
L2,9/12/15,15:00,Bristol Rovers V Accrington ,Bristol Rovers,Accrington
L2,9/12/15,15:00,Cambridge V Leyton Orient ,Cambridge,Leyton Orient
L2,9/12/15,15:00,Carlisle V Dag & Red ,Carlisle,Dag & Red
L2,9/12/15,15:00,Exeter V Hartlepool ,Exeter,Hartlepool
L2,9/12/15,15:00,Mansfield V Crawley ,Mansfield,Crawley
L2,9/12/15,15:00,Newport V Morecambe ,Newport,Morecambe
L2,9/12/15,15:00,Northampton V Oxford Utd ,Northampton,Oxford Utd
L2,9/12/15,15:00,Notts County V Luton ,Notts County,Luton
L2,9/12/15,15:00,Portsmouth V Barnet ,Portsmouth,Barnet
L2,9/12/15,15:00,Stevenage V York ,Stevenage,York
L2,9/12/15,15:00,Wycombe V Plymouth ,Wycombe,Plymouth
L2,9/12/15,15:00,Yeovil V Wimbledon ,Yeovil,Wimbledon
L2,9/19/15,15:00,Accrington V Exeter ,Accrington,Exeter
L2,9/19/15,15:00,Wimbledon V Notts County ,Wimbledon,Notts County
L2,9/19/15,15:00,Barnet V Stevenage ,Barnet,Stevenage
L2,9/19/15,15:00,Crawley V Yeovil ,Crawley,Yeovil
L2,9/19/15,15:00,Dag & Red V Newport ,Dag & Red,Newport
L2,9/19/15,15:00,Hartlepool V Cambridge ,Hartlepool,Cambridge
L2,9/19/15,15:00,Leyton Orient V Wycombe ,Leyton Orient,Wycombe
L2,9/19/15,15:00,Luton V Mansfield ,Luton,Mansfield
L2,9/19/15,15:00,Morecambe V Northampton ,Morecambe,Northampton
L2,9/19/15,15:00,Oxford Utd V Portsmouth ,Oxford Utd,Portsmouth
L2,9/19/15,15:00,Plymouth V Bristol Rovers ,Plymouth,Bristol Rovers
L2,9/19/15,15:00,York V Carlisle ,York,Carlisle
L2,9/22/15,19:45,Notts County V Crawley ,Notts County,Crawley
L2,9/26/15,15:00,Barnet V Dag & Red ,Barnet,Dag & Red
L2,9/26/15,15:00,Bristol Rovers V Portsmouth ,Bristol Rovers,Portsmouth
L2,9/26/15,15:00,Cambridge V Stevenage ,Cambridge,Stevenage
L2,9/26/15,15:00,Carlisle V Newport ,Carlisle,Newport
L2,9/26/15,15:00,Crawley V Accrington ,Crawley,Accrington
L2,9/26/15,15:00,Exeter V Wycombe ,Exeter,Wycombe
L2,9/26/15,15:00,Luton V Wimbledon ,Luton,Wimbledon
L2,9/26/15,15:00,Mansfield V Plymouth ,Mansfield,Plymouth
L2,9/26/15,15:00,Northampton V Leyton Orient ,Northampton,Leyton Orient
L2,9/26/15,15:00,Notts County V York ,Notts County,York
L2,9/26/15,15:00,Oxford Utd V Morecambe ,Oxford Utd,Morecambe
L2,9/26/15,15:00,Yeovil V Hartlepool ,Yeovil,Hartlepool
L2,9/29/15,19:45,Accrington V Yeovil ,Accrington,Yeovil
L2,9/29/15,19:45,Wimbledon V Northampton ,Wimbledon,Northampton
L2,9/29/15,19:45,Dag & Red V Notts County ,Dag & Red,Notts County
L2,9/29/15,19:45,Hartlepool V Bristol Rovers ,Hartlepool,Bristol Rovers
L2,9/29/15,19:45,Leyton Orient V Carlisle ,Leyton Orient,Carlisle
L2,9/29/15,19:45,Morecambe V Luton ,Morecambe,Luton
L2,9/29/15,19:45,Newport V Crawley ,Newport,Crawley
L2,9/29/15,19:45,Plymouth V Barnet ,Plymouth,Barnet
L2,9/29/15,19:45,Portsmouth V Exeter ,Portsmouth,Exeter
L2,9/29/15,19:45,Stevenage V Mansfield ,Stevenage,Mansfield
L2,9/29/15,19:45,Wycombe V Cambridge ,Wycombe,Cambridge
L2,9/29/15,19:45,York V Oxford Utd ,York,Oxford Utd
L2,10/3/15,15:00,Accrington V Oxford Utd ,Accrington,Oxford Utd
L2,10/3/15,15:00,Wimbledon V Barnet ,Wimbledon,Barnet
L2,10/3/15,15:00,Dag & Red V Mansfield ,Dag & Red,Mansfield
L2,10/3/15,15:00,Hartlepool V Luton ,Hartlepool,Luton
L2,10/3/15,15:00,Leyton Orient V Notts County ,Leyton Orient,Notts County
L2,10/3/15,15:00,Morecambe V Bristol Rovers ,Morecambe,Bristol Rovers
L2,10/3/15,15:00,Newport V Exeter ,Newport,Exeter
L2,10/3/15,15:00,Plymouth V Crawley ,Plymouth,Crawley
